"","Participant","CategoryStructure","Manipulation","Trials","System","NegativeZ"
"1940",970,"II","task",9,"Explicit",NA
"1941",971,"RB","control",32,"Explicit",NA
"1942",971,"II","control",15,"Explicit",NA
"1943",972,"RB","task",NA,NA,1
"1944",972,"II","task",97,"Procedural",1
"1945",973,"RB","control",8,"Explicit",NA
"1946",973,"II","control",49,"Explicit",NA
"1947",974,"RB","task",72,"Explicit",1
"1948",974,"II","task",35,"Explicit",NA
"1949",975,"RB","control",15,"Explicit",NA
"1950",975,"II","control",102,"Explicit",NA
"1951",976,"RB","task",69,"Explicit",1
"1952",976,"II","task",183,"Explicit",1
"1953",977,"RB","control",46,"Explicit",NA
"1954",977,"II","control",NA,NA,1
"1955",978,"RB","task",8,"Explicit",NA
"1956",978,"II","task",9,"Explicit",NA
"1957",979,"RB","control",23,"Explicit",NA
"1958",979,"II","control",72,"Explicit",NA
"1959",980,"RB","task",8,"Explicit",NA
"1960",980,"II","task",34,"Explicit",NA
"1961",981,"RB","control",11,"Explicit",NA
"1962",981,"II","control",61,"Explicit",NA
"1963",982,"RB","task",NA,NA,1
"1964",982,"II","task",63,"Explicit",NA
"1965",983,"RB","control",19,"Explicit",NA
"1966",983,"II","control",64,"Explicit",NA
"1967",984,"RB","task",58,"Explicit",1
"1968",984,"II","task",16,"Explicit",NA
"1969",985,"RB","control",11,"Explicit",NA
"1970",985,"II","control",24,"Explicit",NA
"1971",986,"RB","task",141,"Explicit",1
"1972",986,"II","task",NA,NA,1
"1973",987,"RB","control",15,"Explicit",NA
"1974",987,"II","control",25,"Explicit",NA
"1975",988,"RB","task",157,"Explicit",1
"1976",988,"II","task",115,"Explicit",1
"1977",989,"RB","control",9,"Explicit",NA
"1978",989,"II","control",148,"Explicit",NA
"1979",990,"RB","task",NA,NA,1
"1980",990,"II","task",21,"Explicit",NA
"1981",991,"RB","control",9,"Explicit",NA
"1982",991,"II","control",55,"Explicit",NA
"1983",992,"RB","task",8,"Explicit",NA
"1984",992,"II","task",113,"Explicit",NA
"1985",993,"RB","control",8,"Explicit",NA
"1986",993,"II","control",NA,NA,1
"1987",994,"RB","task",121,"Explicit",1
"1988",994,"II","task",53,"Explicit",NA
"1989",995,"RB","control",11,"Explicit",NA
"1990",995,"II","control",101,"Explicit",NA
"1991",996,"RB","task",153,"Procedural",1
"1992",996,"II","task",86,"Procedural",1
"1993",997,"RB","control",49,"Explicit",NA
"1994",997,"II","control",25,"Explicit",NA
"1995",998,"RB","task",72,"Explicit",1
"1996",998,"II","task",78,"Explicit",NA
"1997",999,"RB","control",8,"Explicit",NA
"1998",999,"II","control",NA,NA,1
"1999",1000,"RB","task",112,"Procedural",1
"2000",1000,"II","task",24,"Explicit",NA
"2001",1001,"RB","control",8,"Explicit",NA
"2002",1001,"II","control",71,"Explicit",NA
"2003",1002,"RB","task",139,"Procedural",1
"2004",1002,"II","task",13,"Explicit",NA
"2005",1003,"RB","control",23,"Explicit",NA
"2006",1003,"II","control",8,"Explicit",NA
"2007",1004,"RB","task",103,"Explicit",1
"2008",1004,"II","task",44,"Explicit",NA
"2009",1005,"RB","control",8,"Explicit",NA
"2010",1005,"II","control",57,"Explicit",NA
"2011",1006,"RB","task",41,"Explicit",1
"2012",1006,"II","task",11,"Explicit",NA
"2013",1007,"RB","control",11,"Explicit",NA
"2014",1007,"II","control",83,"Explicit",NA
"2015",1008,"RB","task",144,"Procedural",1
"2016",1008,"II","task",32,"Explicit",NA
"2017",1009,"RB","control",18,"Explicit",NA
"2018",1009,"II","control",8,"Explicit",NA
"2019",1010,"RB","task",33,"Explicit",NA
"2020",1010,"II","task",69,"Explicit",NA
"2021",1011,"RB","control",10,"Explicit",NA
"2022",1011,"II","control",75,"Procedural",NA
"2023",1012,"RB","task",8,"Explicit",NA
"2024",1012,"II","task",38,"Explicit",NA
"2025",1013,"RB","control",9,"Explicit",NA
"2026",1013,"II","control",179,"Procedural",1
"2027",1014,"RB","task",8,"Explicit",NA
"2028",1014,"II","task",98,"Explicit",1
"2029",1015,"RB","control",15,"Explicit",NA
"2030",1015,"II","control",55,"Explicit",NA
"2031",1016,"RB","task",8,"Explicit",NA
"2032",1016,"II","task",46,"Explicit",NA
"2033",1017,"RB","control",50,"Explicit",NA
"2034",1017,"II","control",21,"Explicit",NA
"2035",1018,"RB","task",16,"Explicit",NA
"2036",1018,"II","task",74,"Explicit",1
"2037",1019,"RB","control",16,"Explicit",NA
"2038",1019,"II","control",58,"Explicit",NA
"2039",1020,"RB","task",104,"Explicit",1
"2040",1020,"II","task",29,"Explicit",NA
"2041",1021,"RB","control",13,"Explicit",NA
"2042",1021,"II","control",74,"Explicit",NA
"2043",1022,"RB","task",102,"Explicit",1
"2044",1022,"II","task",34,"Explicit",NA
"2045",1023,"RB","control",11,"Explicit",NA
"2046",1023,"II","control",131,"Explicit",NA
"2047",1024,"RB","task",8,"Explicit",NA
"2048",1024,"II","task",145,"Explicit",1
"2049",1025,"RB","control",22,"Explicit",NA
"2050",1025,"II","control",32,"Explicit",NA
"2051",1026,"RB","task",13,"Explicit",NA
"2052",1026,"II","task",46,"Explicit",NA
"2053",1027,"RB","control",9,"Explicit",NA
"2054",1027,"II","control",NA,NA,1
"2055",1028,"RB","task",121,"Explicit",1
"2056",1028,"II","task",23,"Explicit",NA
"2057",1029,"RB","control",8,"Explicit",NA
"2058",1029,"II","control",13,"Explicit",NA
"2059",1030,"RB","task",33,"Explicit",NA
"2060",1030,"II","task",10,"Explicit",NA
"2061",1031,"RB","control",8,"Explicit",NA
"2062",1031,"II","control",54,"Explicit",NA
"2063",1032,"RB","task",137,"Procedural",1
"2064",1032,"II","task",52,"Explicit",NA
"2065",1033,"RB","control",29,"Explicit",NA
"2066",1033,"II","control",72,"Explicit",NA
"2067",1034,"RB","task",8,"Explicit",NA
"2068",1034,"II","task",16,"Explicit",NA
"2069",1035,"RB","control",14,"Explicit",NA
"2070",1035,"II","control",40,"Explicit",NA
"2071",1036,"RB","task",50,"Explicit",1
"2072",1036,"II","task",89,"Procedural",1
"2073",1037,"RB","control",25,"Explicit",NA
"2074",1037,"II","control",20,"Explicit",NA
"2075",1038,"RB","task",102,"Procedural",1
"2076",1038,"II","task",35,"Explicit",NA
"2077",1039,"RB","control",11,"Explicit",NA
"2078",1039,"II","control",27,"Explicit",NA
"2079",1040,"RB","task",25,"Explicit",NA
"2080",1040,"II","task",52,"Explicit",NA
"2081",1041,"RB","control",42,"Explicit",NA
"2082",1041,"II","control",133,"Procedural",1
"2083",1042,"RB","task",8,"Explicit",NA
"2084",1042,"II","task",17,"Explicit",NA
"2085",1043,"RB","control",15,"Explicit",NA
"2086",1043,"II","control",25,"Explicit",NA
"2087",1044,"RB","task",37,"Explicit",NA
"2088",1044,"II","task",82,"Explicit",1
"2089",1045,"RB","control",21,"Explicit",NA
"2090",1045,"II","control",99,"Explicit",NA
"2091",1046,"RB","task",NA,NA,1
"2092",1046,"II","task",81,"Explicit",NA
"2093",1047,"RB","control",10,"Explicit",NA
"2094",1047,"II","control",51,"Procedural",NA
"2095",1048,"RB","task",188,"Explicit",1
"2096",1048,"II","task",105,"Explicit",1
"2097",1049,"RB","control",9,"Explicit",NA
"2098",1049,"II","control",153,"Explicit",1
"2099",1050,"RB","task",149,"Explicit",1
"2100",1050,"II","task",85,"Explicit",1
"2101",1051,"RB","control",18,"Explicit",NA
"2102",1051,"II","control",37,"Explicit",NA
"2103",1052,"RB","task",8,"Explicit",NA
"2104",1052,"II","task",49,"Explicit",NA
"2105",1053,"RB","control",10,"Explicit",NA
"2106",1053,"II","control",12,"Explicit",NA
"2107",1054,"RB","task",8,"Explicit",NA
"2108",1054,"II","task",28,"Explicit",NA
"2109",1055,"RB","control",15,"Explicit",NA
"2110",1055,"II","control",31,"Explicit",NA
"2111",1056,"RB","task",23,"Explicit",NA
"2112",1056,"II","task",63,"Explicit",NA
"2113",1057,"RB","control",10,"Explicit",NA
"2114",1057,"II","control",46,"Explicit",NA
"2115",1058,"RB","task",36,"Explicit",NA
"2116",1058,"II","task",58,"Explicit",NA
"2117",1059,"RB","control",8,"Explicit",NA
"2118",1059,"II","control",10,"Explicit",NA
"2119",1060,"RB","task",21,"Explicit",NA
"2120",1060,"II","task",14,"Explicit",NA
"2121",1061,"RB","control",11,"Explicit",NA
"2122",1061,"II","control",52,"Explicit",NA
"2123",1062,"RB","task",85,"Explicit",1
"2124",1062,"II","task",29,"Explicit",NA
"2125",1063,"RB","control",9,"Explicit",NA
"2126",1063,"II","control",58,"Explicit",NA
"2127",1064,"RB","task",104,"Explicit",1
"2128",1064,"II","task",21,"Explicit",NA
"2129",1065,"RB","control",8,"Explicit",NA
"2130",1065,"II","control",134,"Explicit",NA
"2131",1066,"RB","task",NA,NA,1
"2132",1066,"II","task",18,"Explicit",NA
"2133",1067,"RB","control",18,"Explicit",NA
"2134",1067,"II","control",30,"Explicit",NA
"2135",1068,"RB","task",54,"Explicit",1
"2136",1068,"II","task",127,"Procedural",1
"2137",1069,"RB","control",8,"Explicit",NA
"2138",1069,"II","control",18,"Explicit",NA
"2139",1070,"RB","task",10,"Explicit",NA
"2140",1070,"II","task",160,"Explicit",1
"2141",1071,"RB","control",9,"Explicit",NA
"2142",1071,"II","control",27,"Explicit",NA
"2143",1072,"RB","task",71,"Explicit",1
"2144",1072,"II","task",110,"Procedural",1
"2145",1073,"RB","control",20,"Explicit",NA
"2146",1073,"II","control",22,"Explicit",NA
"2147",1074,"RB","task",33,"Explicit",NA
"2148",1074,"II","task",109,"Explicit",1
"2149",1075,"RB","control",10,"Explicit",NA
"2150",1075,"II","control",55,"Explicit",NA
"2151",1076,"RB","task",11,"Explicit",NA
"2152",1076,"II","task",26,"Explicit",NA
"2153",1077,"RB","control",13,"Explicit",NA
"2154",1077,"II","control",58,"Explicit",NA
"2155",1078,"RB","task",81,"Procedural",1
"2156",1078,"II","task",NA,NA,1
"2157",1079,"RB","control",17,"Explicit",NA
"2158",1079,"II","control",28,"Explicit",NA
"2159",1080,"RB","task",8,"Explicit",NA
"2160",1080,"II","task",48,"Explicit",NA
"2161",1081,"RB","control",8,"Explicit",NA
"2162",1081,"II","control",33,"Explicit",NA
"2163",1082,"RB","task",166,"Explicit",1
"2164",1082,"II","task",52,"Explicit",NA
"2165",1083,"RB","control",10,"Explicit",NA
"2166",1083,"II","control",196,"Explicit",1
"2167",1084,"RB","task",8,"Explicit",NA
"2168",1084,"II","task",27,"Explicit",NA
"2169",1085,"RB","control",15,"Explicit",NA
"2170",1085,"II","control",68,"Explicit",NA
"2171",1086,"RB","task",89,"Procedural",1
"2172",1086,"II","task",NA,NA,1
"2173",1087,"RB","control",8,"Explicit",NA
"2174",1087,"II","control",50,"Explicit",NA
"2175",1088,"RB","task",48,"Explicit",1
"2176",1088,"II","task",37,"Explicit",NA
"2177",1089,"RB","control",14,"Explicit",NA
"2178",1089,"II","control",9,"Explicit",NA
"2179",1090,"RB","task",150,"Procedural",1
"2180",1090,"II","task",58,"Explicit",NA
"2181",1091,"RB","control",12,"Explicit",NA
"2182",1091,"II","control",49,"Explicit",NA
"2183",1092,"RB","task",115,"Procedural",1
"2184",1092,"II","task",69,"Explicit",NA
"2185",1093,"RB","control",25,"Explicit",NA
"2186",1093,"II","control",25,"Explicit",NA
"2187",1094,"RB","task",NA,NA,1
"2188",1094,"II","task",185,"Explicit",1
"2189",1095,"RB","control",21,"Explicit",NA
"2190",1095,"II","control",57,"Explicit",NA
"2191",1096,"RB","task",72,"Explicit",1
"2192",1096,"II","task",85,"Explicit",1
"2193",1097,"RB","control",8,"Explicit",NA
"2194",1097,"II","control",50,"Explicit",NA
"2195",1098,"RB","task",8,"Explicit",NA
"2196",1098,"II","task",27,"Explicit",NA
"2197",1099,"RB","control",13,"Explicit",NA
"2198",1099,"II","control",50,"Explicit",NA
"2199",1100,"RB","task",81,"Procedural",1
"2200",1100,"II","task",132,"Explicit",1
"2201",1101,"RB","control",8,"Explicit",NA
"2202",1101,"II","control",52,"Procedural",NA
"2203",1102,"RB","task",8,"Explicit",NA
"2204",1102,"II","task",18,"Explicit",NA
"2205",1103,"RB","control",10,"Explicit",NA
"2206",1103,"II","control",146,"Explicit",1
"2207",1104,"RB","task",153,"Explicit",1
"2208",1104,"II","task",48,"Explicit",NA
"2209",1105,"RB","control",8,"Explicit",NA
"2210",1105,"II","control",NA,NA,1
"2211",1106,"RB","task",107,"Explicit",1
"2212",1106,"II","task",NA,NA,1
"2213",1107,"RB","control",8,"Explicit",NA
"2214",1107,"II","control",121,"Explicit",1
"2215",1108,"RB","task",61,"Explicit",1
"2216",1108,"II","task",40,"Explicit",NA
"2217",1109,"RB","control",12,"Explicit",NA
"2218",1109,"II","control",23,"Explicit",NA
"2219",1110,"RB","task",8,"Explicit",NA
"2220",1110,"II","task",101,"Explicit",1
"2221",1111,"RB","control",23,"Explicit",NA
"2222",1111,"II","control",14,"Explicit",NA
"2223",1112,"RB","task",8,"Explicit",NA
"2224",1112,"II","task",17,"Explicit",NA
"2225",1113,"RB","control",12,"Explicit",NA
"2226",1113,"II","control",36,"Explicit",NA
"2227",1114,"RB","task",8,"Explicit",NA
"2228",1114,"II","task",46,"Explicit",NA
"2229",1115,"RB","control",11,"Explicit",NA
"2230",1115,"II","control",36,"Explicit",NA
"2231",1116,"RB","task",169,"Explicit",1
"2232",1116,"II","task",173,"Explicit",1
"2233",1117,"RB","control",25,"Explicit",NA
"2234",1117,"II","control",55,"Explicit",NA
"2235",1118,"RB","task",76,"Explicit",1
"2236",1118,"II","task",66,"Explicit",NA
"2237",1119,"RB","control",21,"Explicit",NA
"2238",1119,"II","control",23,"Explicit",NA
"2239",1120,"RB","task",8,"Explicit",NA
"2240",1120,"II","task",30,"Explicit",NA
"2241",1121,"RB","control",45,"Explicit",NA
"2242",1121,"II","control",20,"Explicit",NA
"2243",1122,"RB","task",50,"Explicit",1
"2244",1122,"II","task",36,"Explicit",NA
"2245",1123,"RB","control",22,"Explicit",NA
"2246",1123,"II","control",127,"Explicit",1
"2247",1124,"RB","task",47,"Explicit",1
"2248",1124,"II","task",77,"Explicit",1
"2249",1125,"RB","control",9,"Explicit",NA
"2250",1125,"II","control",91,"Explicit",NA
"2251",1126,"RB","task",116,"Explicit",1
"2252",1126,"II","task",78,"Explicit",1
"2253",1127,"RB","control",11,"Explicit",NA
"2254",1127,"II","control",105,"Explicit",NA
"2255",1128,"RB","task",109,"Explicit",1
"2256",1128,"II","task",31,"Explicit",NA
"2257",1129,"RB","control",8,"Explicit",NA
"2258",1129,"II","control",55,"Explicit",NA
"2259",1130,"RB","task",70,"Explicit",1
"2260",1130,"II","task",33,"Explicit",NA
"2261",1131,"RB","control",16,"Explicit",NA
"2262",1131,"II","control",32,"Explicit",NA
"2263",1132,"RB","task",134,"Explicit",1
"2264",1132,"II","task",30,"Explicit",NA
"2265",1133,"RB","control",10,"Explicit",NA
"2266",1133,"II","control",174,"Procedural",1
"2267",1134,"RB","task",123,"Explicit",1
"2268",1134,"II","task",39,"Explicit",NA
"2269",1135,"RB","control",28,"Explicit",NA
"2270",1135,"II","control",NA,NA,1
"2271",1136,"RB","task",NA,NA,1
"2272",1136,"II","task",43,"Explicit",NA
"2273",1137,"RB","control",10,"Explicit",NA
"2274",1137,"II","control",NA,NA,1
"2275",1138,"RB","task",8,"Explicit",NA
"2276",1138,"II","task",156,"Explicit",1
"2277",1139,"RB","control",11,"Explicit",NA
"2278",1139,"II","control",38,"Explicit",NA
"2279",1140,"RB","task",121,"Explicit",1
"2280",1140,"II","task",18,"Explicit",NA
"2281",1141,"RB","control",8,"Explicit",NA
"2282",1141,"II","control",NA,NA,1
"2283",1142,"RB","task",34,"Explicit",NA
"2284",1142,"II","task",54,"Explicit",NA
"2285",1143,"RB","control",12,"Explicit",NA
"2286",1143,"II","control",66,"Explicit",NA
"2287",1144,"RB","task",8,"Explicit",NA
"2288",1144,"II","task",34,"Explicit",1
"2289",1145,"RB","control",16,"Explicit",NA
"2290",1145,"II","control",69,"Explicit",NA
"2291",1146,"RB","task",119,"Procedural",1
"2292",1146,"II","task",68,"Explicit",1
"2293",1147,"RB","control",8,"Explicit",NA
"2294",1147,"II","control",117,"Explicit",NA
"2295",1148,"RB","task",18,"Explicit",NA
"2296",1148,"II","task",79,"Explicit",NA
"2297",1149,"RB","control",23,"Explicit",NA
"2298",1149,"II","control",85,"Explicit",NA
"2299",1150,"RB","task",18,"Explicit",NA
"2300",1150,"II","task",39,"Explicit",NA
"2301",1151,"RB","control",15,"Explicit",NA
"2302",1151,"II","control",10,"Explicit",NA
"2303",1152,"RB","task",23,"Explicit",NA
"2304",1152,"II","task",99,"Explicit",NA
"2305",1153,"RB","control",18,"Explicit",NA
"2306",1153,"II","control",8,"Explicit",NA
"2307",1154,"RB","task",72,"Explicit",1
"2308",1154,"II","task",17,"Explicit",NA
"2309",1155,"RB","control",10,"Explicit",NA
"2310",1155,"II","control",46,"Explicit",NA
"2311",1156,"RB","task",NA,NA,1
"2312",1156,"II","task",102,"Explicit",1
"2313",1157,"RB","control",12,"Explicit",NA
"2314",1157,"II","control",21,"Explicit",NA
"2315",1158,"RB","task",94,"Explicit",1
"2316",1158,"II","task",30,"Explicit",NA
"2317",1159,"RB","control",18,"Explicit",NA
"2318",1159,"II","control",129,"Explicit",NA
"2319",1160,"RB","task",43,"Explicit",1
"2320",1160,"II","task",68,"Explicit",NA
"2321",1161,"RB","control",8,"Explicit",NA
"2322",1161,"II","control",10,"Explicit",NA
"2323",1162,"RB","task",8,"Explicit",NA
"2324",1162,"II","task",13,"Explicit",NA
"2325",1163,"RB","control",45,"Explicit",NA
"2326",1163,"II","control",46,"Explicit",NA
"2327",1164,"RB","task",180,"Explicit",1
"2328",1164,"II","task",63,"Explicit",NA
"2329",1165,"RB","control",23,"Explicit",NA
"2330",1165,"II","control",36,"Explicit",NA
"2331",1166,"RB","task",NA,NA,1
"2332",1166,"II","task",73,"Explicit",NA
"2333",1167,"RB","control",30,"Explicit",NA
"2334",1167,"II","control",123,"Explicit",NA
"2335",1168,"RB","task",125,"Explicit",1
"2336",1168,"II","task",71,"Explicit",NA
"2337",1169,"RB","control",21,"Explicit",NA
"2338",1169,"II","control",75,"Explicit",NA
"2339",1170,"RB","task",13,"Explicit",NA
"2340",1170,"II","task",11,"Explicit",NA
"2341",1171,"RB","control",11,"Explicit",NA
"2342",1171,"II","control",15,"Explicit",NA
"2343",1172,"RB","task",NA,NA,1
"2344",1172,"II","task",114,"Explicit",1
"2345",1173,"RB","control",31,"Explicit",NA
"2346",1173,"II","control",150,"Explicit",1
"2347",1174,"RB","task",29,"Explicit",NA
"2348",1174,"II","task",19,"Explicit",NA
"2349",1175,"RB","control",10,"Explicit",NA
"2350",1175,"II","control",91,"Explicit",NA
"2351",1176,"RB","task",112,"Explicit",1
"2352",1176,"II","task",130,"Explicit",1
"2353",1177,"RB","control",8,"Explicit",NA
"2354",1177,"II","control",149,"Explicit",1
"2355",1178,"RB","task",8,"Explicit",NA
"2356",1178,"II","task",21,"Explicit",NA
"2357",1179,"RB","control",14,"Explicit",NA
"2358",1179,"II","control",38,"Explicit",NA
"2359",1180,"RB","task",26,"Explicit",NA
"2360",1180,"II","task",38,"Explicit",NA
"2361",1181,"RB","control",46,"Explicit",NA
"2362",1181,"II","control",111,"Explicit",NA
"2363",1182,"RB","task",53,"Explicit",1
"2364",1182,"II","task",8,"Explicit",NA
"2365",1183,"RB","control",22,"Explicit",NA
"2366",1183,"II","control",32,"Explicit",NA
"2367",1184,"RB","task",115,"Explicit",1
"2368",1184,"II","task",157,"Explicit",1
"2369",1185,"RB","control",9,"Explicit",NA
"2370",1185,"II","control",12,"Explicit",NA
"2371",1186,"RB","task",8,"Explicit",NA
"2372",1186,"II","task",108,"Explicit",NA
"2373",1187,"RB","control",19,"Explicit",NA
"2374",1187,"II","control",11,"Explicit",NA
"2375",1188,"RB","task",NA,NA,1
"2376",1188,"II","task",46,"Explicit",NA
"2377",1189,"RB","control",23,"Explicit",NA
"2378",1189,"II","control",50,"Explicit",NA
"2379",1190,"RB","task",149,"Explicit",1
"2380",1190,"II","task",28,"Explicit",NA
"2381",1191,"RB","control",9,"Explicit",NA
"2382",1191,"II","control",25,"Explicit",NA
"2383",1192,"RB","task",8,"Explicit",NA
"2384",1192,"II","task",11,"Explicit",NA
"2385",1193,"RB","control",11,"Explicit",NA
"2386",1193,"II","control",114,"Explicit",NA
"2387",1194,"RB","task",58,"Procedural",1
"2388",1194,"II","task",106,"Explicit",NA
"2389",1195,"RB","control",11,"Explicit",NA
"2390",1195,"II","control",27,"Explicit",NA
"2391",1196,"RB","task",67,"Explicit",1
"2392",1196,"II","task",58,"Explicit",NA
"2393",1197,"RB","control",22,"Explicit",NA
"2394",1197,"II","control",44,"Explicit",NA
"2395",1198,"RB","task",15,"Explicit",NA
"2396",1198,"II","task",50,"Explicit",NA
"2397",1199,"RB","control",23,"Explicit",NA
"2398",1199,"II","control",15,"Explicit",NA
"2399",1200,"RB","task",177,"Procedural",1
"2400",1200,"II","task",173,"Explicit",1
